"","Mu.iE","Mu.iV","Mu.mE","Mu.mV","beta.iE.age","beta.iE.calf","beta.iE.regime2","beta.iE.rest","beta.iV.age","beta.iV.calf","beta.iV.regime2","beta.iV.rest","beta.mE.age","beta.mE.calf","beta.mE.rest","beta.mV.age","beta.mV.calf","beta.mV.rest","beta.p.sex","dinj","mu.p","necro","psiE","psi_sex","r0.1.","r0.2.","sigma.iE.t","sigma.iV.t","sigma.p.ind","sigma.p.t","sigma.r.t","z.1.","z.2.","z.3.","z.4.","z.5.","z.6.","z.7.","z.8.","z.9.","z.10.","z.11.","z.12."
"11",0.0292413804777196,0.00996097183519421,1.07710815743441,2.06822133987178,0,1.20626326539188,0.559581687445749,0,-0.256221277705787,0,0.231593470022679,0,0,0,0,0,0,0,-0.162642773954003,0.930978642060227,1.34701736072754,0.630750523155932,0.0725688589020157,0.454972070340564,0.118900046043434,0.548239320514281,0.209559537189629,0.160365943607118,1.17965108592907,0.838109273680923,0.121529925955971,1,0,0,0,0,1,0,0,0,0,0,0
"12",0.0338597668354544,0.00941053068027484,0.939009930644168,2.06822133987178,0,1.27242388467299,0.422011901085471,0,-0.263936041253249,-1.1348648213453,0.260868380666671,1.02693742332399,0,0,0,0.234060147607536,0,0,-0.136741397927866,0.948585404117488,1.34245066328938,0.586508487098002,0.0365019098470235,0.477348465843255,0.104136935603486,0.514778865928539,0.178586431633343,0.179404695787356,1.2411211687221,0.791497413909881,0.128276036040696,1,0,0,1,1,1,0,0,0,0,0,1
"13",0.0350764829695956,0.00806156937064231,1.01078158699622,2.31160126234448,0,0.78570145892497,0.523448749186666,0,-0.344982787918714,-0.666860486581483,0.451504842540287,1.30234530389359,0,-0.557527573757138,0,0,1.11943941190397,4.65260051004393,-0.234600274019704,0.963895749734126,1.32083183813298,0.631698888124985,0.0373547381520878,0.45821347820584,0.0917258608221965,0.396858185991866,0.335419931288289,0.172001320640691,1.1574417478787,0.647112369251816,0.193208306143882,1,0,0,1,1,1,1,0,0,1,1,0
"14",0.0268146667452253,0.0140387984580646,1.04453597605908,2.42081618003897,0,1.42418483059209,0.754003934432052,0,-0.344982787918714,0,0.297431975994254,1.42720136627742,0,0,0,0,5.34671039348245,0,-0.205468700327289,0.920809707766548,1.3693401201991,0.610373007120228,0.160439727572823,0.475279964256571,0.183306941762495,0.242606386118433,0.235500640234969,0.273683174897497,1.15257577976434,0.697894977197655,0.20170421494695,1,0,0,0,1,1,0,0,0,1,0,0
"15",0.0254117041116271,0.0177464819145336,0.915625598086073,3.03603453586429,0,0.90590189999129,0.762805695030444,0,-0.175693009760661,-0.678686062104982,0.15317460121213,1.27016644628126,0,0,0,0,0.593270221880001,0,-0.212668133037295,0.960385446670554,1.34815081641613,0.583226704116341,0.0253855661521329,0.506084903584172,0.147639349849162,0.168918428359936,0.232070332290692,0.455397519563562,1.13346472225092,0.784166754899049,0.233676732257843,1,0,0,1,1,1,0,0,0,1,0,0
"16",0.025947497827121,0.0072053336652621,1.00198730337585,2.09191804562724,-0.176478879145581,1.70859719574868,0.65673385693112,0,-0.30949464596599,-3.34906328570851,-0.110583255920499,1.11287903195281,0,0,0.320938026494096,0,0,2.18229187339345,-0.271745181465697,0.922659209960083,1.36134595223451,0.657717073528099,0.0503695176597803,0.433676411459452,0.142836857349044,0.308189092888846,0.157889501239924,0.476768625860251,1.08303369206121,0.904838059167166,0.298213082443497,1,0,1,1,1,1,0,1,0,0,1,0
"17",0.0295744921874562,0.00744807686006264,0.994318395244849,2.49869231205286,0.0199347997220856,1.48539753428937,0.506206509485862,-0.562999126488867,-0.402114989871773,0,0.381997754534402,1.98841991254845,0,0,0,0,0,0,-0.16949938194331,0.96502169061134,1.33949936086804,0.753360871912083,0.0717317880493378,0.463323577958392,0.116653285048441,0.269131683704341,0.0995756401494542,0.471440231695076,1.13688918001013,0.760414216101386,0.321862039619731,1,1,1,0,1,1,0,0,0,0,0,0
"18",0.0322347768037388,0.0072757687268538,0.83033941009072,2.03118410505177,0,1.12809485763418,0.48779547345735,0,-0.336285976786969,0,0.147765253249563,1.75047515724431,0,0.788393663402979,0,0,0.697532210625501,0,-0.268862244390193,0.91445175452093,1.36479377059322,0.652997734517799,0.105665458908566,0.483694614532921,0.116526822533273,0.508372361392653,0.0673023775378143,0.325104941249516,1.11569779775413,0.913511404105453,0.359526725439594,1,0,0,0,1,1,1,0,0,1,0,0
"19",0.0372474563232992,0.00535751105467831,1.12594745522394,1.69830049697204,0,0.995539909318232,0.626514892414336,0,-0.371623895957048,0,0.118067639567469,2.13759503146341,0,0,0,0,-3.46136480213498,0,-0.189608326307081,0.892637870466395,1.33351074730896,0.611474564053526,0.0304996323400737,0.437725522780322,0.106835083889809,0.539938374950162,0.0847607692084216,0.376868233465012,1.12042946228742,0.65278313283466,0.385687703401343,1,0,0,0,1,1,0,0,0,1,0,0
"20",0.0359099568189833,0.00779477387459943,0.917782170575257,1.83090486969807,0,1.06916792592537,0.642910493405831,0,-0.326031973655677,0.10914709977026,0.360146020368751,1.25147541204431,0,0,0,0,0,0,-0.176843811827943,0.93678283584707,1.27578326644238,0.78874708436248,0.0351995494425118,0.464048019274849,0.134140545379014,0.414423436678201,0.0586989797291396,0.463275437999269,1.08177524872202,0.868069450615579,0.348445149006447,1,0,0,1,1,1,0,0,0,0,0,0
"21",0.0374727319698134,0.00734334461517315,0.992019893904396,1.92957561772698,0,1.09606200372889,0.670528404113021,0,0,0,-0.0674849850339182,0,0,0,0,0,2.34285075451788,1.48656192555395,-0.183490840975859,0.896518142769438,1.34185887011333,0.78874708436248,0.107918672369502,0.451290176971404,0.140830657512444,0.58189188447434,0.0509508340805828,0.451700724066469,1.1114526662736,0.599850652720258,0.33206718860065,1,0,0,0,0,0,0,0,0,1,1,0
"22",0.036559298271412,0.00679362612386477,1.01847425094276,2.05671016051746,0,1.43205398994151,0.589253140769797,0,0,-3.14044238137927,0.555371111236983,0.610819561208285,0,0,0,0,-1.87024653538455,0,-0.271152136641042,0.881732726826009,1.34408237963689,0.765854475367448,0.0868601781936303,0.471143990867533,0.102872961094838,0.690077170640081,0.064552727232417,0.399066045906117,1.16095495895184,0.838888163409016,0.410444987159504,1,0,0,1,1,0,0,0,0,1,0,0
"23",0.0282627220301476,0.0116581217164954,1.05261551107529,1.91207499571172,0,1.41345938889252,0.488608488448662,0,0,0,0.38692886839631,0.899864084555497,0.00494518235529693,0,0,0,0.120358045479986,0,-0.18099037363949,0.8715790935803,1.32296293455942,0.694134422526018,0.0390431597272972,0.450036703275511,0.131332826514614,0.323428542094578,0.0725691887250055,0.461462749268121,1.19341269179931,0.689382800949732,0.469272468772192,1,0,0,0,1,0,0,0,1,1,0,0
"24",0.0292053806888321,0.0122690348905164,1.02857301744724,2.60921888365665,0,1.34424733398928,0.547386802592895,0,-0.320619227457773,0,0.511408154310781,0,0,0,0,0,-6.70925083023631,2.14610303078844,-0.204551782111417,0.935884345991612,1.35977310708863,0.577866906126809,0.103628934149391,0.474606163344672,0.210437982896948,0.252047838037987,0.0633822784006883,0.464945872979962,1.18342313739307,0.653448960256583,0.541558494002201,1,0,0,0,0,1,0,0,0,1,1,0
"25",0.0304833904567022,0.0108722456861564,0.731923014640345,3.75565275352346,0,0,0.561426506888557,0,-0.259888910930316,-0.166514302975103,0.416762547745517,1.21395493593908,0,0,0,0,0.868498187708498,0,-0.195187088895211,0.900537905897627,1.29318409140905,0.786731321929635,0.12972363462609,0.464113476990871,0.119532109016523,0.323047843348898,0.114652903144746,0.566935202825786,1.13402112835759,0.917978476286059,0.519997414871319,0,0,0,1,1,1,0,0,0,1,0,0
"26",0.0304819438553268,0.0141095754818087,0.839173435992142,3.26438069022535,0,0,0.570138196899671,0,0,1.47313014839527,0.531886478584906,0,0,0,0.394110514304974,0,0,0,-0.110597752861083,0.938618266547598,1.39445839793725,0.682541411167297,0.0687401687635998,0.472332861739566,0.108949424468538,0.286113187002407,0.0619062098475789,0.682819767205585,1.09901344439645,0.763475398113235,0.470220832541284,0,0,0,1,0,0,0,1,0,0,0,0
"27",0.0285442554907865,0.0164773418918575,0.882066175892872,2.25523370474951,-0.0851362150180927,0.491785615449838,0.666197978000459,0,0,-0.15276106737274,0.413248451502397,0,0,0,0.57821709658202,0,0,1.48596535470845,-0.245360094546111,0.934872750399453,1.42810862935659,0.76048687940989,0.0508171426070339,0.443443460904507,0.175645028711379,0.190926230886983,0.0966688271083252,0.587197316176806,1.04321695515005,0.65932877962571,0.393929752205225,1,0,1,1,0,0,0,1,0,0,1,0
"28",0.0251702755128258,0.0109225928168322,0.853500612421767,1.94252609693217,-0.214834550600131,0,0.704134771569494,0.229329500257752,0,0.825507485913527,0.329021234592203,1.0214823427185,0,0,0,0,2.11851188141202,1.43607919052357,-0.14967253748716,0.901556444099747,1.34918683367557,0.683097512326803,0.0261821046905239,0.46342585399966,0.186927978040962,0.296752569319943,0.104756588686981,0.638955943284156,1.15922903150484,0.802466714404271,0.403971478106933,0,1,1,1,1,0,0,0,0,1,1,0
"29",0.0257081509741778,0.0119586958362677,0.760767561107936,3.36815907163747,-0.217755573547802,1.02261169671737,0.566865456407104,0,0,0,0.436331082091381,1.51360085884479,0,0,0,0.359177470258379,0,0,-0.143817391796495,0.93182557402687,1.33220171350361,0.600548380045954,0.0419375720747845,0.448917139649986,0.12081290711119,0.296160124085338,0.074704226341275,0.672236579023972,1.08687104866267,0.772714756414699,0.374997109795914,1,0,1,0,1,0,0,0,0,0,0,1
"30",0.0279943530935414,0.0149165596492385,0.772105085952609,2.84148766147239,-0.181050817678868,0.411487278390442,0.57867131210123,0,0,0,0.435265698041772,0.986218140961399,0,0,0,0,0,0,-0.172748187433055,0.911164823231986,1.39910698298308,0.801893689802355,0.130914217824342,0.449577223307549,0.111507790033167,0.323341714732315,0.0770038928585244,0.645701920332462,1.13597871484714,0.679275681811717,0.269766576232252,1,0,1,0,1,0,0,0,0,0,0,0
"31",0.0239301618187383,0.0142834902176528,0.836388367459917,2.95430459922735,-0.142061895211704,1.02058219432958,0.605033473628638,0.650311842048478,0,0,0.221619771159518,0.973690197936791,0,0.40692238016197,0,0,2.92851680337666,0,-0.22248620993382,0.921759013697424,1.35382442132024,0.722614540758486,0.0524213268941771,0.453221259267971,0.148089796143212,0.213528360310072,0.0618686457938584,0.757956486176317,1.1569613246435,0.920736249818052,0.2449198263617,1,1,1,0,1,0,1,0,0,1,0,0
"32",0.0319212516330647,0.00544276104116609,1.13605546374457,2.15716879686588,-0.206359927116393,1.32619673070444,0.605182143736084,-0.0810201239748549,0,-6.77711897767032,-0.0558911808755302,1.6390257516059,0,0,0,0,0,2.50806293442908,-0.221632309308257,0.922900916258563,1.39503281452635,0.685882159784027,0.0843916913596567,0.477130313000059,0.122246272501003,0.458415332866538,0.0921626071012271,0.785936101622681,1.20894658218122,0.982857040983671,0.184206174059218,1,1,1,1,1,0,0,0,0,0,1,0
"33",0.0301812907203995,0.00845127782708973,0.912402390570452,2.20342956634938,-0.15201289215214,1.81742733363782,0.701070388782091,0,-0.224373901376372,-3.89646993594516,0.105257710839757,-0.250251923284194,0,0,0,0,0,0,-0.170454535532057,0.914732850649573,1.34660253005559,0.537543068576612,0.0532839325991038,0.426421051884699,0.119040401858235,0.391334939657761,0.127698887094205,0.785709795196998,1.14757867454944,0.648053112789856,0.169223873605079,1,0,1,1,1,1,0,0,0,0,0,0
"34",0.0335463315764029,0.00564510121762604,1.0412163148406,2.33837583233085,-0.096618244810366,1.12134787275217,0.599517574356127,0,-0.318357204182082,-3.08632749292313,-0.127503223965908,1.38692767016367,0,0,0,0,0,0,-0.165450707862051,0.963964446509418,1.37557113565407,0.736311034930561,0.0768633110877331,0.462121465060799,0.113915160171004,0.399207521078968,0.117259268602863,0.683101529518657,1.19582707540734,0.630158792403069,0.107973829881398,1,0,1,1,1,1,0,0,0,0,0,0
"35",0.0312311652997649,0.00466231550815279,1.01740417383972,2.60003809493119,0,1.19665542375562,0.513499525039358,0,-0.176082624340737,0,-0.205405638093246,-0.0704692871373224,0,0,0,0,0,0.218945949984694,-0.260722238934448,0.944040498864699,1.29836023882642,0.620437807456727,0.0986335101917258,0.477155086520743,0.101007084816901,0.470778149619073,0.0819141690206295,0.438842948257636,1.23723365581279,0.798576879362125,0.116326119241784,1,0,0,0,1,1,0,0,0,0,1,0
"36",0.0305293674245564,0.0114541218079178,0.879275260337454,2.84937034297061,0,1.05789105389069,0.539302290631708,0,0,-0.0867385491251073,0.121141977388806,1.70444424395208,0,0,0,0,0,0,-0.300205657217417,0.883605709691431,1.36555473503621,0.703616183840869,0.130115020627219,0.455038893918366,0.164293912149942,0.230255144279105,0.0920062626781805,0.470435506664432,1.22910480498242,0.759553073974402,0.182167873316438,1,0,0,1,1,0,0,0,0,0,0,0
"37",0.0286619654661731,0.0103878583336846,0.863809414257824,2.61687638202929,0,0.798164922203039,0.726366800833088,0,-0.354538233655164,0.127047544550137,-0.059746150212076,0,0,0,0,0,0,0,-0.176270911778681,0.942719173766322,1.39596244979625,0.699015092900475,0.107914298845201,0.451820342313191,0.14206768456781,0.210488932248969,0.086137722394242,0.37238512580319,1.14354296929223,0.977214516061442,0.243152844590937,1,0,0,1,0,1,0,0,0,0,0,0
"38",0.0291336382951376,0.0125395759054262,0.872213144282338,2.71021795792484,0,1.34146580279417,0.593663393627202,0,0,-4.0905616231623,0.198539370562674,0,0,0,0,0,0.5820999904838,4.1174690697154,-0.170555596225559,0.961305965365504,1.36446332627242,0.716833325475124,0.0903312681690061,0.451131692987264,0.137485459347699,0.316655816334467,0.051190641231782,0.421549058698227,1.18231567628034,0.783013745635273,0.223363698173809,1,0,0,1,0,0,0,0,0,1,1,0
"39",0.0324276437535727,0.00709230610433805,0.90737979039709,2.1511148800089,0,1.00233005321697,0.565939355797337,0,0,-2.30991333913735,0.228377043057324,1.7654402118902,0,0,0,0,0,0,-0.100075784950838,0.890565795401427,1.35057182092872,0.746058419516118,0.0466402777622106,0.462823543418693,0.125788982272642,0.50763542890207,0.0462538409701266,0.373238041849129,1.17252466216342,0.740376525291398,0.208724771667279,1,0,0,1,1,0,0,0,0,0,0,0
"40",0.0338212745344477,0.00657400081295313,0.993033575345748,2.1511148800089,-0.15631824715554,0.945495111830935,0.621995848364656,0.243170860969559,0,0,0.582850925929928,2.1264429034119,0,0,0,0,0,0,-0.148228657272705,0.862934703415815,1.34336632402394,0.69746399043541,0.0928930384132073,0.482548457592522,0.0722347767592728,0.464109642423733,0.041118493323829,0.395350291802313,1.14913754297107,0.740376525291398,0.150108117104518,1,1,1,0,1,0,0,0,0,0,0,0
"41",0.0330917536366149,0.00728205688421989,1.02295084347883,1.54654301478708,0,1.04570328543807,0.569900598557323,0,0,0,0.036061359985112,0,0,0,0.424395046013944,0,1.84156708917255,2.58328329248014,-0.123409993662546,0.921157074490473,1.3386102794436,0.709765656534475,0.0689457111173564,0.478737335185901,0.0982917693142924,0.480295145455871,0.0425220988709545,0.397407884201574,1.18986191099414,0.629958168750988,0.200367467013863,1,0,0,0,0,0,0,1,0,1,1,0
"42",0.0339067739032568,0.0090298891412629,0.892105174123274,2.05668417231754,0,1.04404703014582,0.678741344240614,0,0,-1.39622295410405,-0.331314655714748,0,0,0,0,0,-2.25348651226801,3.26875013773056,-0.147416194100429,0.88413413752189,1.37965477426848,0.707924735541492,0.026060149958035,0.474013085494746,0.122827605469249,0.373650322083776,0.0538107968055766,0.42664310300749,1.1918283030236,0.739287317475646,0.20246775662328,1,0,0,1,0,0,0,0,0,1,1,0
"43",0.0331568853552871,0.00654071930138534,0.980725119094881,2.01176036351608,0,1.44028557484818,0.597573291476169,0,0,-6.24977956078724,-0.162535254778394,1.95901881876989,0,0,0.0176377707529826,0,0,0,-0.22162683254084,0.959301292580827,1.3036169576134,0.71844737169373,0.13239983979545,0.457242613235165,0.135971905824347,0.388003392507445,0.0478749751643285,0.463796252239361,1.19438089572975,0.656914274150786,0.214362982400101,1,0,0,1,1,0,0,1,0,0,0,0
"44",0.0299600564918604,0.0132935329577425,0.973651825753704,2.90152359934202,0,1.64629207442574,0.706382855472624,0,0,0,0.10741907069445,0.606979393323371,0,0,0,0.152270718797046,0.574020765558907,0,-0.170211535465088,0.888463510133085,1.40056715856668,0.589573516119952,0.104727265493499,0.455229596176134,0.151320884615562,0.296978425985669,0.0697319769567313,0.540784458477655,1.21023586221214,0.797917143512292,0.254431666631635,1,0,0,0,1,0,0,0,0,1,0,1
"45",0.0341525126980967,0.00937450370483077,1.09208022950055,2.47726655807692,0,0.883737375891941,0.402177317554051,0,0,0,0.673625063146642,1.24390655621528,0,0,0,0,1.12243014694777,2.59689247672309,-0.229069604049342,0.875067612511399,1.36249355936052,0.691643858597006,0.0765409699333117,0.454952647574456,0.126732073664915,0.416173575697734,0.098891075706294,0.315703705686371,1.19590191586116,0.717634822320464,0.155316141347207,1,0,0,0,1,0,0,0,0,1,1,0
"46",0.0339560625314492,0.00731361671160011,0.932531738719246,2.363026009675,0,0.988225546288491,0.599890955374297,0,0,-2.31496411738036,-0.156053152596936,0.905678887811183,0,0,0.757724374272281,0,0,0.974921793812776,-0.218490252152121,0.852548245648519,1.36756418198537,0.61468200286337,0.0427621534196794,0.436173698103844,0.119746206289406,0.530246733666878,0.122270464024499,0.222931744727884,1.18157712783808,0.775538991293045,0.230062232524091,1,0,0,1,1,0,0,1,0,0,1,0
"47",0.0295666643251814,0.00858496360980416,1.02638246100757,1.72854507372288,-0.0884203783409233,1.43382119324883,0.610877290574368,0,0,0,-0.259803236593481,0,0,0,0.520189172474383,0,-2.32779356218762,3.00287335844761,-0.217424320186578,0.939608250311185,1.36688230111958,0.692850509918829,0.0883463621797956,0.447261400932124,0.0997172843067037,0.480589374093335,0.159825363754283,0.290797586656532,1.1891948089942,0.80792985902039,0.281986182405844,1,0,1,0,0,0,0,1,0,1,1,0
"48",0.0311576855897077,0.00621258751582802,0.954491866859184,2.10630276457396,-0.102550727216216,1.31331243430284,0.530727973422607,0,0,0,0.105400041986282,0.881960134475739,0,0,-0.29883507400896,0,0,0,-0.183726503388549,0.885839281874421,1.35164917800165,0.631099098797034,0.0439434399752294,0.4378394884395,0.0796597111902292,0.40982040833521,0.175369551202531,0.35449035336563,1.10278334976686,0.885194729138044,0.208449680499981,1,0,1,0,1,0,0,1,0,0,0,0
"49",0.0351470105865947,0.00890068755300507,1.078583257117,2.31320792596862,0,0.929208213557177,0.636046626232269,0,-0.307181300212702,0,0.0687774287791652,1.28196765986248,0,0,0,0,0,3.03853044956275,-0.218783269062403,0.942203712803868,1.37406472439151,0.704109455596052,0.0846124820390951,0.435740596517528,0.0672185150894701,0.358116243585941,0.152898932380269,0.505459780079438,1.14087371320445,0.893005657213616,0.258781851648268,1,0,0,0,1,1,0,0,0,0,1,0
"50",0.0384778305469868,0.00512554608527649,1.1109411681013,2.78905530919966,0,0.570355178377116,0.588275510299638,0,-0.0251937662485981,0,-0.0460567519560439,0,0,0,0,0.265939396567647,-2.42117178407799,0,-0.249503607326462,0.910604603678166,1.28339750343364,0.672573957449312,0.0741190155455303,0.428129505507351,0.104372234887808,0.48184220929687,0.139493828881912,0.317984961585241,1.15381440067394,0.666936885415319,0.257598526436328,1,0,0,0,0,1,0,0,0,1,0,1
"51",0.0314250478549188,0.0195791685971318,0.8968753037457,2.28385624829551,0,1.05711354797483,0.705723792768796,0,0,0.102872251400961,0.512615861192326,0,0,0,0,0,0.559811297145198,0,-0.265745220209186,0.882757896733353,1.37532566057049,0.709490467664917,0.0496696710688232,0.44635935791474,0.131578437030762,0.247878848017686,0.182764085657631,0.273349509765083,1.19479245238058,0.924852121462612,0.247285507421998,1,0,0,1,0,0,0,0,0,1,0,0
"52",0.0267498627944338,0.0146159239375086,0.922962823946037,2.67148472563174,0,1.52019086574002,0.579537874406362,0.652321212139333,0,0,0.311290776646485,0,0,0,0,0.165629903745513,0,0.186067777319369,-0.215394791637235,0.912638775514697,1.38395966527017,0.638015714683001,0.06213202341348,0.459323576892556,0.0921016254941952,0.34659248803922,0.0975606402699112,0.521922699053566,1.23109828174682,1.07619866239887,0.210426733448399,1,1,0,0,0,0,0,0,0,0,1,1
"53",0.0316235999374109,0.00754976568752488,0.878767808296515,2.12905243616652,-0.147627810697416,1.39513531642666,0.586523496924149,0.394807471118158,0,0,-0.0250875726224095,1.07934979557164,0,0,0,0,4.64384997424663,3.21018501543673,-0.206852342467883,0.900945724474356,1.30083865215651,0.601698643762479,0.0415235570618396,0.454675929052182,0.154475433644841,0.3990992034132,0.164134619827331,0.486665359068262,1.24997697172494,0.603537640268709,0.163812599504058,1,1,1,0,1,0,0,0,0,1,1,0
"54",0.0282835108828032,0.0127118256462448,0.877244902207317,2.10583212401195,-0.174271158224931,1.4102760855483,0.487133491301932,0.475074050034779,0,-2.47151283297849,0.23294754914155,0,0,0,0,0.209273715224325,-6.76555194366489,0,-0.227627688154539,0.949618886972306,1.35255606540674,0.673671288098206,0.0245106658110162,0.474340862407237,0.100968532073423,0.25751416934968,0.228422935741152,0.603896239400278,1.22536430115573,0.674986146645193,0.197759072290622,1,1,1,1,0,0,0,0,0,1,0,1
"55",0.0301498652894249,0.00943926404333315,1.04928504591512,2.0820453703744,-0.226900044127397,1.35762715983976,0.624029297739281,0,-0.183817748422551,-3.44913912056963,0.615000091859191,0,0,0,0,0,0,1.41669045523868,-0.187799175258415,0.935891844884581,1.40708557634416,0.590656924620933,0.0761817459230604,0.413671888442207,0.110345212264083,0.55802238164493,0.22753317590888,0.327976077615655,1.16180677883415,0.747279569652703,0.166089234592108,1,0,1,1,0,1,0,0,0,0,1,0
"56",0.0360680683045551,0.00543764063181415,1.05194824492388,1.7625127481717,0,1.18085467044637,0.483474580553524,0,0,-2.44056692499356,-0.104930292107733,0,0,0,-0.273988293117574,0,0,0,-0.113760451309059,0.914565787914183,1.39198448284156,0.696563062627174,0.0596429406309612,0.456951673126598,0.100545103250835,0.61422656975176,0.187785539235952,0.23212199964077,1.17403348271265,0.731574800010656,0.146873329341426,1,0,0,1,0,0,0,1,0,0,0,0
"57",0.0284610377244065,0.00974905486933539,0.837737821745695,1.92919599652465,0,1.53393913668265,0.470031198818314,0.488618703957932,0,-0.712280593047639,0.0909874436676692,0,0,0,1.23780800986965,0,-2.09905232937827,4.13729255245514,-0.210555846700246,0.944822411494246,1.30947425279488,0.746141689416159,0.113804218623528,0.480773509398041,0.154483772712904,0.376272697753924,0.293948523689486,0.453334861476691,1.09718285868829,0.62956447348026,0.11933566523003,1,1,0,1,0,0,0,1,0,1,1,0
